detection_id,timestamp,platform,region,sport,event,event_multiplier,confidence_score,estimated_views,hour_of_day,day_of_week,month,enforcement_outcome,response_time_minutes,watermark_survived
59519006-42b6-4441-9858-e636d41e1d5d,2024-04-29T09:00:00+00:00,Telegram,SA,Football,Premier League,2.0,0.99,132,9,0,4,content_removed_voluntarily,87,True
ed541e4d-4ef7-42c7-8efb-9a4d5998b25d,2023-07-23T01:00:00+00:00,Telegram,AE,Tennis,Grand Slam,1.5,0.9543,5180,1,6,7,appeal_filed,64,True
d9b93885-4dfe-4408-9497-7f1909140453,2023-06-01T20:00:00+00:00,Facebook,AR,Boxing/MMA,,1.0,0.9166,10126,20,3,6,content_removed_voluntarily,90,True
28e5c04a-aac3-478f-84c7-e9645e4a82a9,2023-02-21T12:00:00+00:00,Twitter/X,AE,Tennis,,1.0,0.7623,2095362,12,1,2,content_removed_voluntarily,79,True
e10b7f75-20c1-4ce4-a59f-e276f57bea36,2024-05-31T21:00:00+00:00,YouTube,DE,Basketball,NBA Playoffs,2.0,0.6735,2651,21,4,5,takedown_successful,82,True
7b773e35-b424-4e84-8421-0afaae7d8a51,2024-06-17T20:00:00+00:00,Telegram,IN,Cricket,,1.0,0.8704,3497,20,0,6,takedown_successful,89,True
97f52ad2-00dd-4e18-801f-212736db6a98,2023-08-08T17:00:00+00:00,YouTube,AE,Cricket,,1.0,0.9496,19356,17,1,8,content_removed_voluntarily,90,True
b1bb0250-f7b7-4472-b408-909854313a15,2024-01-25T00:00:00+00:00,YouTube,NG,Tennis,Grand Slam,1.5,0.9598,19362,0,3,1,takedown_pending,29,True
890bd39b-e34d-4bb4-9e7c-4cc363503dfd,2023-10-07T18:00:00+00:00,YouTube,US,Basketball,,1.0,0.856,370499,18,5,10,no_action,80,True
bc2ce224-1cb2-4193-bc49-ba8557054a19,2024-02-08T19:00:00+00:00,Telegram,US,Cricket,,1.0,0.855,1761,19,3,2,takedown_successful,98,False
294dc53a-79d3-4a84-b596-5baaeee729c0,2023-10-12T13:00:00+00:00,Telegram,IN,Football,Premier League,2.0,0.8861,31407,13,3,10,appeal_filed,97,True
8160b3ad-a6d4-4ade-ba8d-87f4e13dd535,2023-09-11T22:00:00+00:00,TikTok,IN,Football,Premier League,2.0,0.99,2536,22,0,9,takedown_successful,78,True
942e21ae-df1b-4306-9a9f-8815d52f1b5f,2023-04-28T23:00:00+00:00,Telegram,IN,Cricket,IPL,3.0,0.99,859,23,4,4,takedown_successful,89,False
63fe0bfb-f135-4661-adf6-dfc3eb6e7c5b,2023-09-06T20:00:00+00:00,YouTube,US,Tennis,Grand Slam,1.5,0.9096,102,20,2,9,appeal_filed,9,True
1101a3af-2d45-4453-bce4-e9e30a328de2,2023-12-16T22:00:00+00:00,Twitter/X,IN,F1,,1.0,0.781,45063,22,5,12,appeal_filed,56,True
a3f0b90a-d6c6-4ba2-897c-c00af56da04a,2024-06-18T13:00:00+00:00,Twitter/X,GB,Football,FIFA World Cup,5.0,0.7608,14,13,1,6,content_removed_voluntarily,12,True
4fab968f-3cca-4050-9057-b4f06e993af1,2024-04-06T21:00:00+00:00,TikTok,US,Cricket,IPL,3.0,0.9311,2895,21,5,4,takedown_pending,46,True
5c83b3d3-223e-4888-a8a7-225738e69cc9,2023-12-15T22:00:00+00:00,Discord,PK,Cricket,,1.0,0.9121,13048,22,4,12,content_removed_voluntarily,89,True
fe34b379-47f8-45e6-a324-042441548df2,2024-05-17T21:00:00+00:00,Telegram,IN,Football,Premier League,2.0,0.8691,608,21,4,5,takedown_pending,68,True
5426d444-52b4-47ac-a884-a63cd008c776,2023-12-05T20:00:00+00:00,Telegram,PK,Cricket,,1.0,0.8943,5001,20,1,12,takedown_successful,28,True
e1b835b3-7bbc-4c5b-ad4a-8057e6d7d28c,2023-10-11T19:00:00+00:00,Discord,GB,F1,,1.0,0.9178,15088,19,2,10,takedown_successful,39,True
30ad8da0-41bb-464e-8bb1-9ac85807c0ad,2023-05-10T03:00:00+00:00,Telegram,PK,Boxing/MMA,,1.0,0.7934,720,3,2,5,takedown_successful,7,True
c5238fe1-76b6-42ad-aa94-74a29bbb32a7,2024-05-04T21:00:00+00:00,YouTube,IN,Football,Premier League,2.0,0.7781,4063,21,5,5,no_action,16,True
f69e6b0a-1e02-46f1-adfe-ee1733542488,2024-03-02T19:00:00+00:00,TikTok,NG,Football,Premier League,2.0,0.9364,5073,19,5,3,takedown_pending,8,True
0cbce899-4579-4c81-8806-b83636336c7e,2023-04-12T20:00:00+00:00,Telegram,IN,Cricket,IPL,3.0,0.8435,3683,20,2,4,takedown_successful,89,True
aa0bd960-a644-48e3-ae8b-a09faacd5d43,2023-10-26T12:00:00+00:00,Discord,TR,Football,Premier League,2.0,0.8104,41518,12,3,10,appeal_filed,120,True
71c08d87-b94a-49af-b774-80336e36b63e,2023-04-28T12:00:00+00:00,Telegram,PK,Cricket,IPL,3.0,0.7123,19060,12,4,4,no_action,57,True
cf3f9024-9052-4f48-a4a8-6f67cd9b0ed4,2023-11-08T17:00:00+00:00,Telegram,GB,Football,Premier League,2.0,0.743,22710,17,2,11,takedown_successful,30,False
a76d5883-9bfc-4b82-be13-9200c38bc043,2023-01-22T21:00:00+00:00,TikTok,NG,Cricket,,1.0,0.783,3349,21,6,1,takedown_successful,75,True
64e11b54-2fbf-4e05-9a0b-917f73b0afab,2024-05-18T18:00:00+00:00,YouTube,PK,Cricket,IPL,3.0,0.9238,2846,18,5,5,takedown_successful,98,True
f8cb0663-db46-471b-a239-c6d501c14725,2024-04-10T14:00:00+00:00,YouTube,ID,Football,Premier League,2.0,0.9498,201845,14,2,4,appeal_filed,70,True
954ea5fc-f2aa-40e4-a4bf-cc6de9cd8f05,2023-02-25T19:00:00+00:00,TikTok,SA,Football,Premier League,2.0,0.9398,503,19,5,2,content_removed_voluntarily,63,True
9cff15fa-4f4e-4732-b792-e88e5fb35acf,2023-09-03T09:00:00+00:00,TikTok,GB,Cricket,,1.0,0.9001,2566,9,6,9,content_removed_voluntarily,64,False
fca5c440-4665-4449-928f-2cb78593673f,2023-10-26T20:00:00+00:00,YouTube,SA,Football,Premier League,2.0,0.8369,210,20,3,10,appeal_filed,18,False
90911a1d-7de6-44a1-97cf-c3726983e344,2023-10-10T15:00:00+00:00,Discord,PK,Cricket,,1.0,0.892,352277,15,1,10,takedown_pending,85,True
c531560c-70ae-41fd-8c5f-589c3c81f546,2023-06-02T19:00:00+00:00,YouTube,GB,Football,FIFA World Cup,5.0,0.8123,87,19,4,6,takedown_pending,30,False
39f9b990-6ef7-4e46-ba3b-fc6b3691c8f6,2024-02-25T14:00:00+00:00,YouTube,DE,Football,Premier League,2.0,0.8995,5514,14,6,2,no_action,17,True
ee66c0f5-f4b6-4468-afc6-9a73ed20d74b,2023-12-06T22:00:00+00:00,YouTube,SA,Football,Premier League,2.0,0.8658,5585,22,2,12,takedown_pending,34,True
a3522233-23af-4cbb-b8e4-e69012c9bc21,2024-02-12T05:00:00+00:00,YouTube,US,Football,Premier League,2.0,0.7991,39977,5,0,2,takedown_pending,80,True
2ac57a63-2b7c-467f-b687-ff516844ee33,2023-10-22T21:00:00+00:00,YouTube,IN,Football,Premier League,2.0,0.9403,959,21,6,10,takedown_successful,68,True
ee6d88f3-e1e2-4891-a3ce-e1089d4e7cff,2023-07-04T10:00:00+00:00,TikTok,BD,Football,FIFA World Cup,5.0,0.8178,2924,10,1,7,takedown_successful,82,True
473d5340-47e9-4a0f-9704-40fa302b6740,2023-09-19T00:00:00+00:00,Twitter/X,DE,Football,Premier League,2.0,0.9272,824,0,1,9,takedown_pending,55,True
8efebe38-ef0f-4ddb-a17d-483e6eab4f4f,2024-04-12T11:00:00+00:00,YouTube,SA,Cricket,IPL,3.0,0.9523,5326,11,4,4,no_action,38,True
ec1e244a-ec4f-4193-9a69-646be788fad8,2024-02-10T00:00:00+00:00,Twitter/X,NG,F1,,1.0,0.99,10186,0,5,2,content_removed_voluntarily,29,True
31a1ceca-ec86-4cab-9968-4ea283901ea5,2023-09-14T21:00:00+00:00,Discord,US,Cricket,,1.0,0.8096,72,21,3,9,takedown_successful,101,True
81ed7b64-aa95-49db-8150-825f5689647c,2024-01-09T08:00:00+00:00,Facebook,PK,Football,Premier League,2.0,0.9228,22853,8,1,1,takedown_pending,35,False
227cd9ab-36c6-4a96-b82f-e7198de943ba,2023-09-21T23:00:00+00:00,Telegram,AR,Tennis,Grand Slam,1.5,0.99,2650,23,3,9,content_removed_voluntarily,29,False
2482bad3-8f41-4d2d-956a-3bab32c304df,2024-02-11T16:00:00+00:00,Discord,IN,Football,Premier League,2.0,0.7652,12373,16,6,2,content_removed_voluntarily,48,True
73617e10-1b87-499c-8fcd-a98a365c238f,2023-08-28T01:00:00+00:00,Facebook,GB,Boxing/MMA,,1.0,0.9135,1074,1,0,8,content_removed_voluntarily,117,True
521e490f-0de4-4c06-bed1-6e7158a71c4c,2024-02-23T08:00:00+00:00,Facebook,PK,Football,Premier League,2.0,0.99,302,8,4,2,appeal_filed,96,True
b53d1680-0490-4801-a707-d1eed2df2de5,2024-03-05T21:00:00+00:00,Telegram,AE,Cricket,IPL,3.0,0.9758,2802,21,1,3,no_action,5,True
8ff941ac-3859-4b57-acc3-16cac28e8116,2023-08-11T18:00:00+00:00,Telegram,BD,F1,,1.0,0.7642,5059,18,4,8,takedown_successful,16,False
dc782a03-791a-4691-b86a-f3c5c6020358,2024-04-10T20:00:00+00:00,TikTok,GB,Cricket,IPL,3.0,0.99,10947,20,2,4,takedown_successful,73,True
594af671-9509-4fa6-a3cc-7ffbd8ee8cbf,2023-08-01T12:00:00+00:00,Twitter/X,PK,Cricket,,1.0,0.8849,12553,12,1,8,takedown_successful,33,True
b3e856e8-cb73-40cb-baa3-3cb95de351a1,2023-04-23T22:00:00+00:00,Telegram,BD,Basketball,NBA Playoffs,2.0,0.8765,4063,22,6,4,takedown_successful,17,True
fbb2561a-26a8-499f-b268-0bf2d4560636,2024-06-22T21:00:00+00:00,YouTube,NG,Football,FIFA World Cup,5.0,0.9533,3414,21,5,6,no_action,8,False
2b3cf43f-2722-4f8a-947f-a43705241b1d,2024-02-16T20:00:00+00:00,YouTube,DE,Cricket,,1.0,0.9399,75,20,4,2,takedown_successful,36,True
cd3bf858-2032-4e6f-a046-d5d9c0962c5e,2023-11-29T23:00:00+00:00,YouTube,AE,Football,Premier League,2.0,0.9811,95560,23,2,11,content_removed_voluntarily,93,False
e83fb4f2-f6f9-47b5-9723-59538d66dbe9,2024-03-16T22:00:00+00:00,YouTube,BR,Football,Premier League,2.0,0.9526,9376,22,5,3,takedown_successful,33,True
42994275-4f97-4760-aeba-0647c2d03d58,2023-06-06T22:00:00+00:00,Telegram,BR,Cricket,,1.0,0.9877,33231,22,1,6,takedown_pending,72,True
ddba0464-4c12-4a06-bd87-b59312661669,2023-05-06T15:00:00+00:00,TikTok,NG,Tennis,Grand Slam,1.5,0.9547,5071,15,5,5,takedown_pending,28,True
d19002f5-b39a-44ce-b430-2560bfa6e6e1,2024-05-08T22:00:00+00:00,YouTube,GB,Cricket,IPL,3.0,0.8698,1713,22,2,5,content_removed_voluntarily,80,True
6ef9b3a9-891c-4f2d-8463-f52c25ef4eb1,2023-01-27T23:00:00+00:00,Twitter/X,PK,Cricket,,1.0,0.9364,8155,23,4,1,takedown_successful,1,True
1d874b59-f14e-458c-8985-ad03e2762be9,2023-05-27T20:00:00+00:00,Telegram,TR,F1,,1.0,0.9625,1369,20,5,5,takedown_successful,40,True
35bb88ae-b144-4a62-8f9b-fc6e36fee805,2023-03-28T09:00:00+00:00,Discord,IN,Cricket,IPL,3.0,0.9336,2124,9,1,3,takedown_pending,54,True
22b08f6e-e9db-49f9-ba3d-731b9f823731,2024-06-08T15:00:00+00:00,Telegram,US,Football,FIFA World Cup,5.0,0.8123,10673,15,5,6,takedown_successful,64,True
3635d357-8b6a-41de-8daa-464d3ab706c1,2023-06-29T16:00:00+00:00,Discord,SA,Tennis,Grand Slam,1.5,0.8684,55746,16,3,6,takedown_pending,91,True
09158ab0-969d-4efc-874e-a83beb9005af,2023-10-24T17:00:00+00:00,Instagram,IN,Boxing/MMA,,1.0,0.7615,1285,17,1,10,takedown_successful,56,True
79a434a7-e87f-44a1-9808-1a0cb083c36a,2024-06-20T17:00:00+00:00,YouTube,PK,Cricket,,1.0,0.9104,291,17,3,6,takedown_successful,66,True
9b5f8962-e77f-4b5e-9331-1a4d00081e6e,2023-12-24T21:00:00+00:00,Twitter/X,BR,Cricket,,1.0,0.9121,12903,21,6,12,appeal_filed,23,False
21a52707-acd8-4428-b710-1acf9a5dfa4f,2024-05-20T21:00:00+00:00,Discord,AE,Boxing/MMA,,1.0,0.9222,5468,21,0,5,takedown_pending,111,False
4cb4e7bb-4aad-423e-a179-0324b9e1d359,2023-11-20T18:00:00+00:00,YouTube,US,Basketball,,1.0,0.8174,197,18,0,11,takedown_successful,48,False
288158b0-e917-44d7-b6fe-d9ea6ed52e1a,2023-03-20T22:00:00+00:00,Twitter/X,GB,Football,Premier League,2.0,0.8395,2237,22,0,3,content_removed_voluntarily,115,True
e170fd43-67e1-493d-ab0f-7c5d65122092,2023-07-12T19:00:00+00:00,YouTube,FR,Football,FIFA World Cup,5.0,0.937,5023,19,2,7,appeal_filed,57,True
d019994f-2bae-456b-91a7-c58096c17a5a,2023-06-12T16:00:00+00:00,Telegram,AE,Cricket,,1.0,0.7386,14668,16,0,6,takedown_pending,9,True
3849a158-b31f-4a0f-9401-ae236def1c84,2024-01-31T13:00:00+00:00,Twitter/X,ID,Football,Premier League,2.0,0.8993,448,13,2,1,appeal_filed,17,True
3794e7a6-0f5b-41a2-9e88-226abc321bf9,2023-03-28T19:00:00+00:00,TikTok,PK,Cricket,IPL,3.0,0.9067,3070,19,1,3,takedown_successful,28,True
18c3acc3-3887-4199-91e0-f4e7f7466b96,2024-05-12T12:00:00+00:00,Telegram,IN,Tennis,Grand Slam,1.5,0.99,272,12,6,5,content_removed_voluntarily,17,True
3d736dae-4a34-4e93-aac7-48c4b27ef5ae,2023-06-07T10:00:00+00:00,TikTok,GB,Boxing/MMA,,1.0,0.9615,6591,10,2,6,takedown_successful,93,True
9915a951-89ec-4608-bdc7-bb576c3854e9,2024-03-30T13:00:00+00:00,Discord,AE,Football,Premier League,2.0,0.8269,1564,13,5,3,takedown_successful,74,False
7c738f79-ad53-44e2-a37b-e19bd44c8f26,2024-04-17T21:00:00+00:00,YouTube,AE,Cricket,IPL,3.0,0.99,220,21,2,4,content_removed_voluntarily,7,True
5e4f6a7d-bcb5-4d56-9c6e-8d233c6d6871,2024-01-16T23:00:00+00:00,Discord,SA,Cricket,,1.0,0.9209,2085,23,1,1,content_removed_voluntarily,12,False
0f871479-4a33-4cc6-a464-74021fb35930,2023-08-16T22:00:00+00:00,Facebook,AE,Football,Premier League,2.0,0.9038,1473,22,2,8,takedown_successful,29,True
838731d0-7217-4d39-87ee-ccec3b73ad4b,2023-04-12T20:00:00+00:00,Discord,IN,Cricket,IPL,3.0,0.9393,44,20,2,4,takedown_successful,1,False
f7a29ccf-8d01-470f-ae0b-241c272c7830,2023-01-20T11:00:00+00:00,Telegram,FR,Football,Premier League,2.0,0.7717,919,11,4,1,takedown_successful,16,True
d6de0fff-4100-4fbc-993e-43840f835f73,2024-03-05T21:00:00+00:00,YouTube,IN,Boxing/MMA,,1.0,0.868,3195,21,1,3,takedown_successful,55,True
67ff93a2-0c0f-4f59-b32b-b55f968644a5,2023-12-28T19:00:00+00:00,Telegram,US,Football,Premier League,2.0,0.8717,6051,19,3,12,takedown_pending,3,True
b5d4de9f-5642-4594-88f2-51839e8f789c,2024-04-26T20:00:00+00:00,Instagram,PK,Cricket,IPL,3.0,0.8976,25590,20,4,4,content_removed_voluntarily,95,True
84af7c78-e49a-4bee-8899-1e86a4586849,2023-05-17T15:00:00+00:00,YouTube,US,Tennis,Grand Slam,1.5,0.8086,2724,15,2,5,takedown_successful,92,True
93cd7ffd-4170-48ec-9125-b77a3d15ff40,2024-04-13T14:00:00+00:00,Telegram,IN,Cricket,IPL,3.0,0.968,96,14,5,4,takedown_successful,46,False
40d23706-68e6-41db-85c0-3837305d2082,2023-02-18T15:00:00+00:00,Telegram,BD,Boxing/MMA,,1.0,0.8409,2904,15,5,2,no_action,67,True
2fe44c39-fc5c-4e49-906d-ef735c769dea,2023-03-26T17:00:00+00:00,YouTube,ID,Cricket,IPL,3.0,0.8699,1289,17,6,3,takedown_successful,92,True
781169ce-bb6e-48bd-9128-9042fdba20af,2024-03-30T18:00:00+00:00,Discord,DE,Football,Premier League,2.0,0.9158,1604,18,5,3,content_removed_voluntarily,8,True
04cf5cf6-c907-4d2d-993c-e93ccdf5834d,2024-02-20T18:00:00+00:00,Discord,IN,Cricket,,1.0,0.95,2338,18,1,2,takedown_successful,83,True
251d0fc4-87ee-4344-8ce1-7915e007bfa5,2024-01-28T02:00:00+00:00,Telegram,AE,Football,Premier League,2.0,0.782,2420,2,6,1,takedown_successful,47,True
0ebca6d3-c261-4a14-a631-e5d117392e66,2023-10-13T23:00:00+00:00,Telegram,IN,Football,Premier League,2.0,0.9143,72231,23,4,10,takedown_successful,79,True
a55f5899-3346-46af-a5d5-9914161c2a51,2024-05-17T07:00:00+00:00,Twitter/X,AE,Boxing/MMA,,1.0,0.8593,2424,7,4,5,appeal_filed,109,False
71d6c918-d6a6-4472-b135-899218cc6583,2023-12-22T04:00:00+00:00,YouTube,DE,Tennis,,1.0,0.8365,29439,4,4,12,takedown_pending,16,False
1ce36724-e2d9-443c-9025-f5715544b482,2023-05-23T21:00:00+00:00,Telegram,GB,Football,Premier League,2.0,0.7021,30448,21,1,5,takedown_pending,12,True
f4ecc0de-ed3a-4035-bf4f-c348e47d1315,2024-02-12T20:00:00+00:00,YouTube,NG,Tennis,,1.0,0.99,7243,20,0,2,appeal_filed,45,True
1e5aa01a-50c8-4352-9cf6-f0e83ff26708,2023-07-06T18:00:00+00:00,Facebook,IN,Cricket,,1.0,0.9758,716,18,3,7,takedown_successful,91,True
cc6efa80-910b-4b2d-bf3f-71ecad948299,2024-06-15T22:00:00+00:00,Telegram,US,Football,FIFA World Cup,5.0,0.928,3755,22,5,6,takedown_successful,75,True
380fba92-7d06-4cc3-88b5-866650eae13b,2023-12-12T02:00:00+00:00,Twitter/X,IN,Boxing/MMA,,1.0,0.9281,10557,2,1,12,takedown_successful,74,True
b77ebca1-e8fb-4873-91a0-1462b537d398,2023-02-01T22:00:00+00:00,YouTube,US,Cricket,,1.0,0.8847,1653,22,2,2,appeal_filed,21,True
f7de3e0c-c6a4-4ad7-8c84-d5bb638323c1,2024-05-10T11:00:00+00:00,TikTok,PK,Basketball,NBA Playoffs,2.0,0.99,1082,11,4,5,takedown_successful,60,True
64385f38-67fa-4cb3-ab23-194574c1a339,2024-04-05T08:00:00+00:00,Telegram,FR,Tennis,,1.0,0.7014,840,8,4,4,no_action,60,True
1864f45c-3764-450a-91de-bbd556f483e7,2023-11-12T01:00:00+00:00,Facebook,SA,F1,,1.0,0.9809,658,1,6,11,takedown_successful,64,True
bde29a27-4fea-4b45-8042-86f8e3106ef5,2024-04-26T19:00:00+00:00,Twitter/X,AE,Boxing/MMA,,1.0,0.8609,1383,19,4,4,takedown_pending,25,True
ff42ab61-1f54-4649-b8c2-71904cc2b5e9,2023-10-23T16:00:00+00:00,YouTube,GB,Tennis,,1.0,0.7454,8840,16,0,10,takedown_successful,13,True
09beaf23-3faa-4a6e-a513-b2fccfead42c,2023-12-14T23:00:00+00:00,Discord,IN,Football,Premier League,2.0,0.8556,460,23,3,12,takedown_pending,59,True
4b35538a-39b0-4a61-930f-b11803a39080,2024-06-11T15:00:00+00:00,TikTok,IN,F1,,1.0,0.88,9621,15,1,6,takedown_successful,107,True
38131981-98e8-4f54-bf31-08fff0754889,2024-05-16T19:00:00+00:00,YouTube,IN,Cricket,IPL,3.0,0.9441,93305,19,3,5,takedown_pending,34,False
650accb2-1708-437b-9fa0-cfcded740087,2023-08-22T03:00:00+00:00,YouTube,SA,Basketball,,1.0,0.9328,13631,3,1,8,content_removed_voluntarily,32,True
3d1da14c-047d-4cd7-ac7c-bd0e44cb26b2,2023-04-23T01:00:00+00:00,YouTube,IN,Football,Premier League,2.0,0.7632,7065,1,6,4,takedown_successful,27,True
458a1937-c547-47e1-a0dc-136f4b70b912,2024-05-04T16:00:00+00:00,Instagram,AE,Football,Premier League,2.0,0.9538,4864,16,5,5,content_removed_voluntarily,88,True
8ac68b0f-1b48-4fb9-8875-d68c5bcced98,2023-09-28T18:00:00+00:00,Instagram,PK,Cricket,,1.0,0.99,69764,18,3,9,appeal_filed,63,True
488c0511-1c1d-4ab9-a3de-2714d4e8c339,2023-12-24T23:00:00+00:00,Discord,PK,Cricket,,1.0,0.7983,7918,23,6,12,no_action,105,True
beb05b21-6d38-47d1-a959-9d2ff60de4c5,2023-05-30T02:00:00+00:00,Instagram,IN,Boxing/MMA,,1.0,0.8061,496,2,1,5,takedown_successful,14,True
f23188b1-1403-4aff-8688-4c7d34ab06a9,2023-09-03T03:00:00+00:00,Facebook,IN,Cricket,,1.0,0.7698,384,3,6,9,takedown_pending,88,True
013494db-8864-45bc-9d21-1e231d86af0c,2023-01-06T23:00:00+00:00,Telegram,US,Boxing/MMA,,1.0,0.7653,10217,23,4,1,takedown_successful,8,False
